,text
1603,b'RT @WhiteHouse: President Trump provides an update on the response to Hurricane Michael: https://t.co/zmnHXKakYw'
1604,"b'RT @WhiteHouse: Moments ago, President Trump signed the Music Modernization Act, which will close loopholes in our digital royalty laws to\xe2\x80\xa6'"
1605,b'https://t.co/xJ9QYGMJXa'
1606,b'https://t.co/rsxEwbFZht'
1607,b'https://t.co/h47S6T9u8V'
1608,"b'Florida Highway Patrol Troopers are all en route to the Panhandle, from all across the state of Florida - to help t\xe2\x80\xa6 https://t.co/FWP05H9NSv'"
1609,b'Thank you to @FEMA and all First Responders! #HurricaneMichael https://t.co/vwN8BbrkkJ'
1610,b'Thank you Jacksonville Sheriff\xe2\x80\x99s Office! #HurricaneMichael https://t.co/fuy7stLMJI'
1611,"b'Massive overflow crowd tonight in Erie, Pennsylvania. THANK YOU to everyone who came out and joined us. Together, w\xe2\x80\xa6 https://t.co/bUn2dwuE1X'"
1612,"b'Thank you Erie, Pennsylvania! Remember to get out and VOTE! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/X8IEW8h9qP'"
1613,b'RT @fema: It\xe2\x80\x99s extremely important to keep sheltering in a safe place and to stay aware as #Michael continues to move inland! https://t.co/\xe2\x80\xa6'
1614,"b'RT @USNationalGuard: LIVE UPDATE: @AlabamaNG, @GeorgiaGuard, @FLGuard and @NCNationalGuard vehicles and personnel are staged and ready to p\xe2\x80\xa6'"
1615,"b'RT @WhiteHouse: Earlier today: President @realDonaldTrump, joined by Homeland Security @SecNielsen, listens as @FEMA_Brock briefs reporters\xe2\x80\xa6'"
1616,b'Couldn\xe2\x80\x99t let these great people down. They have been lined up since last night - see you soon Pennsylvania! https://t.co/jSrsmncw85'
1617,"b'Departing the @WhiteHouse for Erie, Pennsylvania. I cannot disappoint the thousands of people that are there - and\xe2\x80\xa6 https://t.co/f63EzMSJvE'"
1618,"b'RT @USATODAY: .@usatodayopinion: Democrats want to outlaw private health care plans, taking away freedom to choose plans while letting anyo\xe2\x80\xa6'"
1619,"b'RT @FLGuard: #HurricaneMichael is here, but so are we. Stay safe, Florida. #FloridaFirst #FLNGAlwaysThere https://t.co/e2rVNXFERp'"
1620,"b'RT @EricTrump: All my friends in Missouri, today is your LAST CHANCE to register to vote this November! It is very easy to do - simply go t\xe2\x80\xa6'"
1621,b'We are with you Florida! https://t.co/qzrVLeFbyF\nhttps://t.co/HVVhSmBg7S https://t.co/rcB6OCwLeH'
1622,"b'Despite so many positive events and victories, Media Reseach Center reports that 92% of stories on Donald Trump are\xe2\x80\xa6 https://t.co/YHfGjfMThn'"
1623,"b'RT @NHC_Surge: A destructive and life-threatening storm surge event will occur along portions of the Florida Panhandle, Big Bend, and Natur\xe2\x80\xa6'"
1624,"b'RT @FAANews: Due to #HurricaneMichael, flights in your area could be delayed and possibly cancelled. Please continue to check the status of\xe2\x80\xa6'"
1625,b'RT @FLSERT: Hurricane shelter locations are accessible from: https://t.co/Hop887IoiC #HurricaneMichael https://t.co/Ljk8boFaSw'
1626,"b'RT @NHC_Atlantic: Hurricane #Michael.  In addition to the life-threatening storm surge and wind impacts, heavy rainfall is expected across\xe2\x80\xa6'"
1627,b'RT @NHC_Atlantic: Hurricane force winds are expected to extend well inland over portions of the Florida Panhandle and portions of southeast\xe2\x80\xa6'
1628,"b'RT @NHC_Atlantic: A Storm Surge Warning remains in effect for much of the Florida Panhandle and Big Bend region, where life-threatening sto\xe2\x80\xa6'"
1629,b'RT @NHC_Atlantic: NHC Director Ken Graham will provide a Facebook Live broadcast regarding Category 4 Hurricane #Michael at 8:45 a.m. EDT (\xe2\x80\xa6'
1630,"b'RT @fema: As Hurricane #Michael nears land, take shelter &amp; stay safe.\n\n\xf0\x9f\x93\xb1Follow weather updates on your phone or radio.\n\n\xf0\x9f\x94\xb9 In a tornado WARN\xe2\x80\xa6'"
1631,b'Walker Stapleton is running as the highly respected Republican Candidate for Governor of the Great State of Colorad\xe2\x80\xa6 https://t.co/Q0sTaKwDlH'
1632,"b'RT @FLGovScott: If you\xe2\x80\x99re in an evacuation zone, I am urging you to leave RIGHT NOW. Do not risk your life or the lives of your loved ones-\xe2\x80\xa6'"
1633,"b'THANK YOU IOWA &amp; NEBRASKA! VOTE, VOTE, VOTE! https://t.co/0pWiwCHGbh https://t.co/tzkiQ4IlEd'"
1634,b'https://t.co/CPf3oxgdRX'
1635,b'Beautiful evening in Iowa. GOD BLESS THE U.S.A.! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/Zi0rwyajrz'
1636,b'RT @fema: Flooding from Hurricane #Michael will affect several states. Finish preparations ASAP and get ready to shelter in a safe location\xe2\x80\xa6'
1637,b'RT @FLOTUS: Thank you Egypt \xf0\x9f\x87\xaa\xf0\x9f\x87\xac \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/7i0POn29XN'
1638,b'RT @FLOTUS: Thank you Kenya \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/5FXP7Ki3Zw'
1639,b'.@FLGovScott has been relentless in securing the funding to fix the algae problem from Lake Okeechobee - we will so\xe2\x80\xa6 https://t.co/6XMMjQ0V4v'
1640,"b'RT @Scavino45: Congratulations to our 114th Supreme Court Justice, Brett M. Kavanaugh! #SCOTUS\xf0\x9f\x8f\x9b\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\n\xf0\x9f\x94\x9f\xf0\x9f\x93\xb8https://t.co/c3YdNNcU7c https://t.co/A\xe2\x80\xa6'"
1641,b'\xe2\x80\x9cPresident Donald J. Trump Approves Florida Emergency Declaration\xe2\x80\x9d https://t.co/TnTDCvs41W'
1642,b'REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/3vYfDmpqiH'
1643,"b'FLORIDA - It is imperative that you heed the directions of your State and Local Officials. Please be prepared, be c\xe2\x80\xa6 https://t.co/wPghUO1OF2'"
1644,"b'...Looks to be a Cat. 3 which is even more intense than Florence. Good news is, the folks in the Pan Handle can tak\xe2\x80\xa6 https://t.co/60JuUt9tp9'"
1645,"b'Hurricane on its way to the Florida Pan Handle with major elements arriving tomorrow. Could also hit, in later stag\xe2\x80\xa6 https://t.co/xycrRUIBTh'"
1646,b'Big announcement with my friend Ambassador Nikki Haley in the Oval Office at 10:30am.'
1647,b'RT @realDonaldTrump: https://t.co/4ySIkmfllE'
1648,"b'Will be going to Iowa tonight for Rally, and more! The Farmers (and all) are very happy with USMCA!'"
1649,b'Great evening last night at the White House honoring Justice Kavanaugh and family. Our country is very proud of them!'
1650,"b'The paid D.C. protesters are now ready to REALLY protest because they haven\xe2\x80\x99t gotten their checks - in other words,\xe2\x80\xa6 https://t.co/3es06u6W6e'"
1651,"b'RT @NWSTallahassee: 8am Intermediate Advisory from @NHC_Atlantic upgrades #HurricaneMichael into a category 2 hurricane. Keep in mind, wind\xe2\x80\xa6'"
1652,"b""RT @fema: \xe2\x9a\xa0\xef\xb8\x8fIf you're told to evacuate for Hurricane #Michael, don't delay. Leave as soon as possible. \n\nListen to @FLSERT and local offici\xe2\x80\xa6"""
1653,b'https://t.co/4ySIkmfllE'
1654,b'https://t.co/k2bOxapRtR'
1655,b'Great to see @AGPamBondi launch a cutting-edge statewide school safety APP in Florida today - named by Parkland Sur\xe2\x80\xa6 https://t.co/4PBXblZ0JW'
1656,"b'Every day, our police officers race into darkened allies, deserted streets, &amp; onto the doorsteps of the most harden\xe2\x80\xa6 https://t.co/oaai3FVg0o'"
1657,b'We thank you. We salute you. We honor you. And we promise you: we will ALWAYS have your BACK \xe2\x80\x93 now and FOREVER!\xe2\x80\xa6 https://t.co/RnvDOTLvu8'
1658,b'America\xe2\x80\x99s police officers have earned the everlasting gratitude of our Nation. In moments of danger &amp; despair you a\xe2\x80\xa6 https://t.co/movE69yT0F'
1659,"b'It was my great honor to address the International Association of Chiefs of Police Annual Convention in Orlando, Fl\xe2\x80\xa6 https://t.co/FjZmjHo9CT'"
1660,"b'Departing Washington, D.C. for the International Association of Chiefs of Police Annual Convention in Orlando, Flor\xe2\x80\xa6 https://t.co/HNDU0DuCnA'"
1661,b'Christopher Columbus\xe2\x80\x99s spirit of determination &amp; adventure has provided inspiration to generations of Americans. On\xe2\x80\xa6 https://t.co/tIXXwhxDci'
1662,b'RT @FLOTUS: Thank you Kenya \xf0\x9f\x87\xb0\xf0\x9f\x87\xaa \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/JrHncob8Qp'
1663,b'.@SecPompeo had a good meeting with Chairman Kim today in Pyongyang. Progress made on Singapore Summit Agreements!\xe2\x80\xa6 https://t.co/kzwV5wAVSq'
1664,"b'You don\xe2\x80\x99t hand matches to an arsonist, and you don\xe2\x80\x99t give power to an angry left-wing mob. Democrats have become to\xe2\x80\xa6 https://t.co/VB23FlFvOT'"
1665,"b'Beautiful evening in Topeka, Kansas. VOTE, VOTE, VOTE! #MAGA https://t.co/bomRqsaYfm'"
1666,b'Thank you Kansas - I love you! \nhttps://t.co/ymCFNr9WQY'
1667,"b'The crowd in front of the U.S. Supreme Court is tiny, looks like about 200 people (&amp; most are onlookers) - that wou\xe2\x80\xa6 https://t.co/K0175DLRAK'"
1668,"b'I applaud and congratulate the U.S. Senate for confirming our GREAT NOMINEE, Judge Brett Kavanaugh, to the United S\xe2\x80\xa6 https://t.co/573HIDggVn'"
1669,"b'I have asked Steve Daines, our great Republican Senator from Montana, to attend his daughter Annie\xe2\x80\x99s wedding rather\xe2\x80\xa6 https://t.co/3cvHEGT5QS'"
1670,"b'Women for Kavanaugh, and many others who support this very good man, are gathering all over Capitol Hill in prepara\xe2\x80\xa6 https://t.co/lrE7vMwl8k'"
1671,b'RT @realDonaldTrump: Thank you Minnesota - I love you!\nhttps://t.co/eQC2NqdIil'
1672,b'RT @FLOTUS: Thank you Malawi! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xb2\xf0\x9f\x87\xbc https://t.co/rE03LMNzOZ'
1673,b'RT @FLOTUS: Thank you Ghana! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x87\xac\xf0\x9f\x87\xad https://t.co/d34cqFyRdN'
1674,b'Very proud of the U.S. Senate for voting \xe2\x80\x9cYES\xe2\x80\x9d to advance the nomination of Judge Brett Kavanaugh!'
1675,b'Just out: 3.7% Unemployment is the lowest number since 1969!'
1676,b'The very rude elevator screamers are paid professionals only looking to make Senators look bad. Don\xe2\x80\x99t fall for it!\xe2\x80\xa6 https://t.co/2In7zzWHoS'
1677,"b'RT @newsobserver: Presidential adviser and daughter @IvankaTrump will make 3 stops in NC to see hurricane relief efforts, thank first respo\xe2\x80\xa6'"
1678,"b'RT @Scavino45: \xf0\x9f\x9a\xa8Happening Now | 2:08amE; Our great @FLOTUS, Melania Trump...visiting a Kenyan elephant orphanage...https://t.co/rW2cWXaswf'"
1679,"b'Beautiful evening in Rochester, Minnesota. VOTE, VOTE, VOTE! https://t.co/SyxrxvTpZE'"
1680,b'Thank you Minnesota - I love you!\nhttps://t.co/eQC2NqdIil'
1681,b'Just made my second stop in Minnesota for a MAKE AMERICA GREAT AGAIN rally. We need to elect @KarinHousley to the U\xe2\x80\xa6 https://t.co/rOGv3fAwzV'
1682,b'Congressman Bishop is doing a GREAT job! He helped pass tax reform which lowered taxes for EVERYONE! Nancy Pelosi i\xe2\x80\xa6 https://t.co/g6kT6INueQ'
1683,b'\xe2\x80\x9cU.S. Stocks Widen Global Lead\xe2\x80\x9d https://t.co/Snhv08ulcO'
1684,b'Statement on National Strategy for Counterterrorism: https://t.co/ajFBg9Elsj https://t.co/Qr56ycjMAV'
1685,"b'Working hard, thank you! https://t.co/6HQVaEXH0I'"
1686,"b'This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100, it would still not be good e\xe2\x80\xa6 https://t.co/RnF7pKPVyZ'"
1687,"b'RT @ChatByCC: While armed with the power of our Vote, we proudly &amp; peacefully revolted\n\nNever doubt this was an American revolution\n\n#MAGA\xe2\x80\xa6'"
1688,"b'This is a very important time in our country. Due Process, Fairness and Common Sense are now on trial!'"
1689,"b'Our country\xe2\x80\x99s great First Lady, Melania, is doing really well in Africa. The people love her, and she loves them! I\xe2\x80\xa6 https://t.co/YkcuOHtrDW'"
1690,b'The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE\xe2\x80\xa6 https://t.co/tz7uynzT5p'
1691,"b'Wow, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy, look at the Polls. Something very bi\xe2\x80\xa6 https://t.co/62VvhKHKXu'"
1692,"b'My thoughts and prayers are with the Florence County Sheriff\xe2\x80\x99s Office and the Florence Police Department tonight, i\xe2\x80\xa6 https://t.co/CX6358MmOs'"
1693,"b'Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call, we will work well together!'"
1694,b'I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY\xe2\x80\xa6 https://t.co/chRkQ8hVvt'
1695,"b'Mexico, Canada and the United States are a great partnership and will be a very formidable trading force. We will n\xe2\x80\xa6 https://t.co/7dnrquzER9'"
1696,"b'Blowout numbers on New Jobs and, separately, Services. Market up!'"
1697,b'Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico a\xe2\x80\xa6 https://t.co/tuwwT7t11a'
1698,b'Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA https://t.co/UbY7Qu2fMt'
1699,b'https://t.co/w04sqlMIYm'
1700,"b'The Stock Market just reached an All-Time High during my Administration for the 102nd Time, a presidential record,\xe2\x80\xa6 https://t.co/eVO3pSBlLU'"
1701,b'The Failing New York Times did something I have never seen done before. They used the concept of \xe2\x80\x9ctime value of mon\xe2\x80\xa6 https://t.co/OaNSM7we21'
1702,"b'Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all, he always gets w\xe2\x80\xa6 https://t.co/8eQEIFxyEk'"
1703,"b'RT @DHSgov: REMINDER: Tomorrow, 10/3 at 2:18 PM EDT, there will be a nationwide test of the Wireless Emergency Alert system, in coordinatio\xe2\x80\xa6'"
1704,"b'Thank you Mississippi - Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/npnRirjcFG'"
1705,"b'Today, my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence\xe2\x80\xa6 https://t.co/oON7wPgrfA'"
1706,"b'\xe2\x80\x9cNational wage growth is at the highest it\xe2\x80\x99s been in nearly 17 months -- and, according to a new study released by\xe2\x80\xa6 https://t.co/gpwphLJ17a'"
1707,b'GOD BLESS THE U.S.A.! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/pquqyy5S3G'
1708,b'Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG'
1709,b'This is really an incredible time for our Nation - WE are RESPECTED AGAIN! https://t.co/94KusYcDAj'
1710,"b'RT @WhiteHouse: \xe2\x80\x9cAmerica will always be a nation of great builders, because in America, we honor work, we honor grit, we honor craftsmanshi\xe2\x80\xa6'"
1711,b'\xe2\x80\x9cUSMCA Wins Praise as a Victory for American Industries and Workers\xe2\x80\x9d\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/UWhPhNXiiL https://t.co/eBVv0nXXRT'
1712,b'Proud of our great First Lady - and she loves doing this! https://t.co/VD7wlqeJoR'
1713,"b'Yesterday, it was my great honor to present the Medal of Honor to Ronald J. Shurer II, for his actions on April 6,\xe2\x80\xa6 https://t.co/syiAXrSbzA'"
1714,b'THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU\xe2\x80\x99RE TIRED OF WINNING!'
1715,b'Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.'
1716,"b'Happy 7th birthday to Tristan, a very special member of the Trump family!'"
1717,b'WOW - THANK YOU TENNESSEE! https://t.co/38UUDqfIz5'
1718,b'Thank you Tennessee - I love you! https://t.co/1swpoY7F5x'
1719,b'https://t.co/5UmYGFLyLK'
1720,b'News conference on the USMCA this morning at 11:00 - Rose Garden of White House.'
1721,b'Congratulations to Mexico and Canada!'
1722,"b'....deficiencies and mistakes in NAFTA, greatly opens markets to our Farmers and Manufacturers, reduces Trade Barri\xe2\x80\xa6 https://t.co/2dzTdvz0gQ'"
1723,"b'Late last night, our deadline, we reached a wonderful new Trade Deal with Canada, to be added into the deal already\xe2\x80\xa6 https://t.co/Dwe2KWvqgn'"
1724,"b'Wow! Just starting to hear the Democrats, who are only thinking Obstruct and Delay, are starting to put out the wor\xe2\x80\xa6 https://t.co/9irOa5ox2R'"
1725,"b'So if African-American unemployment is now at the lowest number in history, median income the highest, and you then\xe2\x80\xa6 https://t.co/HNyxfnk6ar'"
1726,"b'Like many, I don\xe2\x80\x99t watch Saturday Night Live (even though I past hosted it) - no longer funny, no talent or charm.\xe2\x80\xa6 https://t.co/oaM3Pq6Gmy'"
1727,"b'NBC News incorrectly reported (as usual) that I was limiting the FBI investigation of Judge Kavanaugh, and witnesse\xe2\x80\xa6 https://t.co/lhsF1IAabe'"
1728,b'Thank you West Virginia - I love you! https://t.co/Ou2umCfKp9'
1729,b'https://t.co/BxlF4grr9k'
1730,"b'Heading to West Virginia now. Big Rally. Will be live on @FoxNews tonight. Long lines, but will be great!'"
1731,"b'Senator Richard Blumenthal must talk about his fraudulent service in Vietnam, where for 12 years he told the people\xe2\x80\xa6 https://t.co/EAw5lZrDLJ'"
1732,"b'Just started, tonight, our 7th FBI investigation of Judge Brett Kavanaugh. He will someday be recognized as a truly\xe2\x80\xa6 https://t.co/ORrMcJynvp'"
